Column,lat,lng,label_place_of_publication,20,city,country,language,dates_of_reprints,date,time,date 3,cartodb_id,translator_s,title,publisher,number_of_printings_and_or_editions,sales_figures_if_known,link_to_cover,link_to_sound_file_of_title,notes,source__w__worldcat__it__index_translationum,X_column,Column 23
209,32.09228184,34.77724654,Tel Aviv,Tel Aviv,Tel Aviv,Israel/Palestine,Hebrew,0,2007,01/01/2007 00:00,,209,Sharon Preminger,Jane Eyre / ג'יין אייר,Yediot Sfarim,1,NA,https://www.dropbox.com/s/wiqn62agma3xim7/2007%20Preminger.jpg?dl=0; https://www.dropbox.com/s/e8ngbxvm7g8itaa/2007%20Preminger%202.jpg?dl=0,,,,NA,
,28.61607585,77.21686837,New Delhi,New Delhi,New Delhi,India,Hindi,0,2002,01/01/2002 00:00,,,Vidyā Sinhā,जेन आयर / Jen Ayar ,Rajkamal Prakashan,,,,,,,,
157,47.5093398,19.0755799,Budapest,Budapest,Budapest,Hungary,Hungarian,0,1873,01/01/1873 00:00,,157,Huszár Imre,Jane Eyre : önéletírás / Jane Eyre: Autobiography ,Légrády,1,NA,,,,WorldCat,NA,
159,47.5093398,19.0755799,Budapest,Budapest,Budapest,Hungary,Hungarian,0,1918,01/01/1918 00:00,,159,Karinthy Frigyes,A lowoodi árva / The Orphan of Lowood ,Kultúra Kvk,1,NA,,,,WorldCat,NA,
161,47.5093398,19.0755799,Budapest,Budapest,Budapest,Hungary,Hungarian,0,1942,01/01/1942 00:00,,161,Fónagy Iván,A lowoodi árva : regény / The Orphan of Lowood : Novel,Bibliotheca,1,NA,,,,WorldCat,NA,
156,47.5093398,19.0755799,Budapest,Budapest,Budapest,Hungary,Hungarian,0,1963,01/01/1963 00:00,,156,Mária Ruzitska,Jane Eyre 1-3. köt. : regény / Jane Eyre Vol. 1-3: Novel ,Szépirodalmi Kiadó ,7,NA,,,"1968, 1986, and 1991 editions are with Európa; 1999 is with Móra. This translation was also published in Bratislava, in what is now Slovakia.  ",WorldCat,NA,
,48.15806457,17.14350382,Bratislava,Bratislava,Bratislava,Slovakia,Hungarian,"1967, 1968, 1969, 1972, 1976, 1977",1964,01/01/1964 00:00,,,Mária Ruzitska,Jane Eyre,krásnej lit.,,,,,"1967 edition is with Tatran; 1968 and later with Madách. This translation was also published in Budapest, Hungary",,,
153,47.5093398,19.0755799,Budapest,Budapest,Budapest,Hungary,Hungarian,0,1984,01/01/1984 00:00,,153,Gábor Görgey; Mária Ruzitska,Jane Eyre. Regény / Jane Eyre. Novel,Európa,1,NA,,,Abridged; with running English-Hungarian thesaurus. 2005 edition is with Palatinus,WorldCat,NA,
162,46.2643998,20.1503678,Szeged ,Szeged ,Szeged ,Hungary,Hungarian,0,2005,01/01/2005 00:00,,162,Mária Ruzitska and Imre Szász,A lowoodi árva : Jane Eyre / The Orphan of Lowood: Jane Eyre ,Könyvmolyképző,7,NA,,,,WorldCat,NA,
155,47.5093398,19.0755799,Budapest,Budapest,Budapest,Hungary,Hungarian,0,2014,01/01/2014 00:00,,155,Kiss Zsuzsa,Jane Eyre,Ulpius-ház,1,NA,https://www.dropbox.com/s/p7uwmnzk9pktc9x/2014%20Zsuzsa.jpeg?dl=0,,,WorldCat,NA,
163,64.13439044,-21.89372549,Reykjavík,Reykjavík,Reykjavík,Iceland,Icelandic,0,1982,01/01/1982 00:00,,163,Sigurður Björgólfsson,Jane Eyre : skáldsaga / Jane Eyre: novel, Sögusafn heimilanna,1,NA,https://www.dropbox.com/s/1mrrnk61baca1gi/1982%20Bj%C3%B6rg%C3%B3lfsson.jpg?dl=0,,,WorldCat,NA,
172,-6.161771649,106.8418271,Jakarta,Jakarta,Jakarta,Indonesia,Indonesian,0,1977,01/01/1977 00:00,,173,Unknown,Jane Eyre,P.T. Gramedia,1,NA,,,Abridged,WorldCat,NA,
173,-6.161771649,106.8418271,Jakarta,Jakarta,Jakarta,Indonesia,Indonesian,0,1977,01/01/1977 00:00,,172,Yurida Kasmara,Jane Eyre,Pancar Kumala,1,NA,https://www.dropbox.com/s/0vqzj4p9c8yqyfc/n.d.%20Kasmara.jpg?dl=0,,,WorldCat,NA,
,-6.161771649,106.8418271,Jakarta,Jakarta,Jakarta,Indonesia,Indonesian,0,1984,01/01/1884 00:00,,,Unknown,Jane Eyre,Pustaka Jaya,,,,,Abridged. Source: Jay Dillon Rare Books + Manuscripts,,,
171,-6.161771649,106.8418271,Jakarta,Jakarta,Jakarta,Indonesia,Indonesian,0,2010,01/01/2010 00:00,,171,Lulu Wijaya,Jane Eyre,Gramedia Pustaka Utama,1,NA,https://www.dropbox.com/s/4vtw39hf6y2rxia/2010%20Wijaya.jpg?dl=0,,,WorldCat,NA,
219,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,0,1904,01/01/1904 00:00,,218,Unknown,"Jane Eyre, o Le memorie d'un istitutrice / Jane Eyre or the Memoirs of a Governess ",Fratelli Treves,2,NA,,,Jay Dillon notes that there are three printings of this edition in 1904. ,Second printing noted by Paola Gaudio referencing CUBI ,NA,
220,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,1941,1925,01/01/1925 00:00,,219,Elvira Rosa,Jane Eyre: romanzo / Jane Eyre:  a novel,Sonzogno,2,NA,,,,Gaudio,NA,
238,45.53181116,9.217544525,Sesto San Giovanni (Milan),Sesto San Giovanni,Milan,Italy,Italian,1946,1935,01/01/1935 00:00,,244,C. Marazio,Jane Eyre: il romanzo di un' istitutrice / Jane Eyre: the Novel of a Governess,A. Barion Casa per edizioni popolari,2,NA,,,,SBN,NA,
242,41.89653313,12.50731609,Rome,Rome,Rome,Italy,Italian,1947,1946,01/01/1946 00:00,,239,Lucilla Kànizsa Jacchia,Gianna Eyre,Perrella,2,NA,,,,SBN,NA,
222,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,"1951, 1956, 1957",1950,01/01/1950 00:00,,221,Berto Minozzi,Jane Eyre: romanzo / Jane Eyre: a novel,Cavallotti,4,NA,,,,SBN,NA,
228,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,"1991, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2003, 2004, 2006, 2009, 2012, 2013",1951,01/01/1951 00:00,,228,G. Pozzo Galeazzi,Jane Eyre,Rizzoli,15,NA,,,"1991, 1995, 1996, 2004 editions are with the Fabbri imprint (Fabbri having previously been an independent publisher, taken over by Rizzoli in 1990). 1993 edition has intro by Oriana Palusci; Rizzoli 2006 edition has a Virginia Woolf essay as an introduction; 2013 is for Corriere della Sera",SBN,NA,
247,45.06534827,7.695757814,Turin,Turin,Turin,Italy,Italian,"1956, 1957, 66, 80, 98",1954,01/01/1954 00:00,,247,Virginia Galante Garrone,Jane Eyre,SAS,3,NA,,,Abridged ('riduzione'). Later republished in Catania (1966),SBN,NA,
218,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,"1958, 1964",1956,01/01/1956 00:00,,222,D. L. C. Tenconi,Jane Eyre: romanzo / Jane Eyre: a novel,Boschi,3,NA,,,Illustrated by Guido Bertello; collection 'Romanzi celebri',SBN,NA,
243,41.89653313,12.50731609,Rome,Rome,Rome,Italy,Italian,"1965, 1973?, 1976, 1987, 1995, 1998, 2002, 2004, 2006, 2008, 2009, 2010, 2015",1956,01/01/1956 00:00,,240,L. Spaventa Filippi,Tre romanzi / Three Novels,R. Casini,14,NA,,,"By Anne, Emily and Charlotte; includes Agnes Grey, Wuthering Heights, Jane Eyre; ed by Lia Spaventa Filippi; intro by Maria Luisa Astaldi; collection 'I grandi maestri'. 1973? edn is JE only: Geneva, ES); 1976 is Tre romanzi: Rome, Casini; 1995 edition is of JE only: Biblioteca Economica Newton (Gaudio ref BNCF Marucelliana), with intro by Giuseppe Lombardo; repr. 1998, 2002; c. 1997 edn is the 3 novels; 2004, 2010, 2015 are pub Newton & Compton, Rome, with the Lombardo intro.; same again published by Societa Europea de Edizioni 2006; 2008 is the 3 novels (Rizzoli); 2009 is JE for Il giornale ",SBN; translator from Paola Gaudio who references CUBI,NA,
223,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,"1962, 1964, 1968, 1970",1957,01/01/1957 00:00,,223,Curzio Siniscalchi,Jane Eyre: romanzo / Jane Eyre: a novel,Lucchi,5,NA,,,Illustrated by Edgardo dell'Acqua,SBN,NA,
211,44.49934679,11.33472638,Bologna,Bologna,Bologna,Italy,Italian,"1959, 1968",1958,01/01/1958 00:00,,212,Dante Virgili,Jane Eyre,Capitol,3,NA,,,,"SBN says Virgili is editor; Gaudio says translator, referencing BNCF Marucelliana",NA,
213,45.54138268,10.22025795,Brescia,Brescia,Brescia,Italy,Italian,0,1958,01/01/1958 00:00,,213,Unknown,La porta chiusa (Iane Eyre) / The Closed Door (Jane Eyre) ,La Scuola,1,NA,,,Abridged,SBN,NA,
224,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,"1968, 1972, ",1961,01/01/1961 00:00,,224,E. Giroldo Inglese,Jane Eyre,Fabbri,4,NA,,,Collection 'libri deliziosi' ('delicious books'),SBN,NA,
215,43.77442347,11.24475245,Florence,Florence,Florence,Italy,Italian,1967,1962,01/01/1962 00:00,,215,C. G. Cecioni,Jane Eyre,Sansoni,2,NA,,,Edizioni scolastiche Sansoni. Collana di classici inglesi ('Sansoni school editions. English classics series'),Translator from Gaudio who references BNCF Marucelliana,NA,
214,45.54138268,10.22025795,Brescia,Brescia,Brescia,Italy,Italian,0,1962,01/01/1962 00:00,,214,V. Trabeschi De Toni,Jane Eyre,La Scuola,1,NA,,,,Gaudio ref BNCF Marucelliana,NA,
234,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,0,1963,01/01/1963 00:00,,234,Unknown,Jane Eyre: romanzo / Jane Eyre:  a novel,C. Del Duca,1,NA,,,,Gaudio ref BNCF Marucelliana,NA,
244,41.89653313,12.50731609,Rome,Rome,Rome,Italy,Italian,0,1966,01/01/1966 00:00,,241,C. Egidi Mattei,Jane Eyre,G. Casini,1,NA,,,,Gaudio ref BNCF Marucelliana,NA,
247,37.49223,15.07041,Catania,Catania,Catania,Italy,Italian,"1980, 1983",1966,01/01/1966 00:00,,247,Virginia Galante Garrone,Jane Eyre,Edizioni Paoline,3,NA,,,Abridged ('riduzione'). First Catania edition of the translation originally published in Turin in 1954,"Gaudio, BNCF Marucelliana",NA,
233,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,"1970, 1974",1967,01/01/1967 00:00,,233,Emma De Mattia,Jane Eyre: romanzo / Jane Eyre: a novel,Boschi,1,NA,,,Illustrated by Musati,SBN,NA,
226,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,"1974, 1978",1967,01/01/1967 00:00,,226,Liliana Battistelli,Jane Eyre,Bietti,3,NA,,,Abridged,SBN; Gaudio ref BNCF Marucelliana,NA,
225,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,0,1967,01/01/1967 00:00,,225,Unknown,Jane Eyre,AMZ,3,NA,,,Abridged (140pp.); cover by B. Bodini; illustrated by C. Colombi,SBN,NA,
227,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,"1976, 1978, 1980, 1982, 1984, 1986, 1987, 1989, 1990, 1991, 1992, 1995, 1996, 1997, 2004, 2007, 2009, 2012, 2014, 2017",1974,01/01/1974 00:00,,227,U. Dèttore,Jane Eyre,Garzanti,22,NA,,,The 1987 edition has an introduction by Franco Cordelli; 1995 has an introduction by Paolo Ruffilli; 2017 is with Centauria,Gaudio ref BNCF Marucelliana,NA,
212,44.4430499,11.4661873,Ozzano Emilia,Ozzano Emilia,Bologna,Italy,Italian,0,1983,01/01/1983 00:00,,237,R. Cenni,Jane Eyre,Malipiero,1,NA,,,Abridged; collection 'Bestseller per i ragazzi' (bestsellers fo children); illustrated by Serenella De Vita,SBN,NA,
239,45.53181116,9.217544525,Sesto San Giovanni (Milan),Sesto San Giovanni,Milan,Italy,Italian,"1987, 1995",1986,01/01/1986 00:00,,245,Caterina Niceta,Jane Eyre,A Peruzzo,2,NA,,,,Gaudio ref BNCF Marucelliana,NA,
217,44.09788569,9.828754235,La Spezia,La Spezia,La Spezia,Italy,Italian,0,1987,01/01/1987 00:00,,217,Unknown,Jane Eyre,Melita,1,NA,,,Versione integrale' ('complete version' ). Collection 'i classici' ('classics'),SBN,NA,
221,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,1999,1995,01/01/1995 00:00,,220,M. De Maria and A. Tenconi Fasoli,Jane Eyre,La Spiga,2,NA,,,,Gaudio ref BNCF Marucelliana,NA,
229,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,"1999, 2004, 2008, 2011, 2012, 2016",1996,01/01/1996 00:00,,229,Luisa Reali,Jane Eyre,Mondadori,7,NA,,,With an introduction by Franco Buffoni,SBN,NA,
237,45.6561661,9.209101963,Seregno,Seregno,Milan,Italy,Italian,0,1996,01/01/1996 00:00,,243,Unknown,Jane Eyre,Editoriale Zeus,1,NA,,,With an introduction by Maria Luisa Astaldi,SBN,NA,
231,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,0,1997,01/01/1997 00:00,,231,Alessandro Gallenzi,Jane Eyre,Frassinelli,1,NA,,,,SBN,NA,
241,44.07178617,12.44618508,Santarcangelo di Romagna,Santarcangelo di Romagna,Rimini,Italy,Italian,0,2004,01/01/2004 00:00,,242,Unknown,Jane Eyre,Rusconi,1,NA,,,Collection 'I grandi classici',SBN,NA,
240,40.85006827,14.09508449,Pozzuoli,Pozzuoli,Naples,Italy,Italian,0,2007,01/01/2007 00:00,,238,"Caterina Lerro, Luisa Marro",Jane Eyre,La nuova scuola,1,NA,,,Abridged (94pp). Collection 'Flowers of Literature: Classics by Steps',SBN,NA,
246,45.06534827,7.695757814,Turin,Turin,Turin,Italy,Italian,2017,2008,01/01/2008 00:00,,246,L. Lamberti,Jane Eyre,Einaudi,2,NA,,,,SBN,NA,
236,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,0,2011,01/01/2011 00:00,,236,Fosca Belli,Jane Eyre,Dalai ,1,NA,,,,SBN,NA,
216,43.77442347,11.24475245,"Florence, Milan",Florence,Florence,Italy,Italian,0,2011,01/01/2011 00:00,,216,Marianna D'Ezio,Jane Eyre,Giunti,1,NA,,,With an introduction by Joyce Carol Oates,SBN,NA,
230,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,"2016, 2018",2013,01/01/2013 00:00,,230,Berenice Capatti,Jane Eyre,Rizzoli,3,NA,,,La biblioteca delle ragazze,SBN,NA,
245,40.74543946,14.57315812,Angri,Angri,Salerno,Italy,Italian,0,2014,01/01/2014 00:00,,211,Francesco Torraca,Jane Eyre,Editrice Gaia,1,NA,,,Stated to be 2nd edition; no 1st edition has been traced. With an introduction by Erica D'Antuono,SBN,NA,
248,45.55032782,                          ,Vicenza,Vicenza,Vicenza,Italy,Italian,0,2014,01/01/2014 00:00,,248,Monica Pareschi,Jane Eyre,Neri Pozza,1,NA,,,With an introduction by Tracy Chevalier,SBN,NA,
232,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,0,2014,01/01/2014 00:00,,232,Stella Sacchini,Jane Eyre,Feltrinelli,1,NA,,,Postface by Remo Ceserani,SBN,NA,
235,45.47079243,9.199396035,Milan,Milan,Milan,Italy,Italian,0,2017,01/01/2017 00:00,,235,Carlo Pagetti,Jane Eyre,Einaudi,1,NA,,,,,NA,
257,35.6681381,139.753237,Tokyo,Tokyo,Tokyo,Japan,Japanese,0,1896,01/01/1896 00:00,,256,Futo Mizutani,理想佳人 / Riso Kajin / An Ideal Lady,Hakubunkan,1,NA,,,Abridged; abandoned after 14 chapters,,NA,
251,35.6681381,139.753237,Tokyo,Tokyo,Tokyo,Japan,Japanese,"1957, 2003",1930,01/01/1930 00:00,,253,Hisako Endo,ヂエイン・エア / Jane Eyre,Kaizosha,3,NA,,,,,NA,
253,35.6681381,139.753237,Tokyo,Tokyo,Tokyo,Japan,Japanese,1952,1931,01/01/1931 00:00,,250,Gisaburo Jyuichiya,ジエイン・エア / Jane Eyre,Shinchosha,2,NA,,,,,NA,
258,35.6681381,139.753237,Tokyo,Tokyo,Tokyo,Japan,Japanese,0,1954,01/01/1954 00:00,,257,Yoichi Nakagawa,嵐の孤児: ジェーン・エア / Arashi no Koji / Orphan of the Storm – Jane Eyre,Kaiseisha,1,NA,,,Adaptation,,NA,
261,35.6681381,139.753237,Tokyo,Tokyo,Tokyo,Japan,Japanese,0,1955,01/01/1955 00:00,,260,Tomoji Abe,ジエイン・エア / Jane Eyre,Kodansha,1,NA,,,,,NA,
256,35.6681381,139.753237,Tokyo,Tokyo,Tokyo,Japan,Japanese,"1967, 1996",1957,01/01/1957 00:00,,255,Ryuji Tanabe,ジェーン・エア / Jane Eyre,Kadokawa Shoten,3,NA,,,,,NA,
255,35.6681381,139.753237,Tokyo,Tokyo,Tokyo,Japan,Japanese,"1967, 1969, 1976, 1989",1963,01/01/1963 00:00,,254,Suzue Okanoe,みなし子ジェーン / Minashigo Jein / Jane the Orphan,Iwasaki Shoten,1,NA,,,,,NA,
259,35.6681381,139.753237,Tokyo,Tokyo,Tokyo,Japan,Japanese,0,1964,01/01/1964 00:00,,258,Seijiro Tanaka ,ジエイン・エア / Jane Eyre,Syueisha,1,NA,,,,,NA,
269,35.6681381,139.753237,Tokyo,Tokyo,Tokyo,Japan,Japanese,0,1967,01/01/1967 00:00,,268,Hanako Muraoka,ジェーン・エア / Jane Eyre,Iwasaki Shoten,1,NA,,,,,NA,
